P0,P1,P2,full_visibility,obscurity_sky,obscurity_sun,proximity_edge,proximity_noise,visibility_sky,visibility_sun,proximity_north1,proximity_south1,proximity_west1,proximity_east1
-76.507484436,12.0,59.3683776855,0.400074064732,0.823865950108,0.523885548115,0.999000012875,0.636366963387,0.478304058313,0.221151679754,0.569345772266,0.431452482939,0.936163008213,0.0660086870193
-74.0804367065,12.0,61.1317329407,0.316817760468,0.617049396038,0.505711734295,0.999000012875,0.623243689537,0.332821518183,0.123630270362,0.557559192181,0.443159669638,0.921409368515,0.0805929675698
-71.6533813477,12.0,62.8950881958,0.211176142097,0.418153464794,0.422631651163,0.999000012875,0.610122799873,0.187062576413,0.0630200281739,0.545773625374,0.454867660999,0.906655788422,0.0951887145638
-74.0804367065,15.0,61.1317329407,0.381503760815,0.7191375494,0.563348591328,0.999000012875,0.632438242435,0.257924199104,0.114152960479,0.559506416321,0.444827228785,0.92250752449,0.0837889313698
-71.6533813477,15.0,62.8950881958,0.274420320988,0.544003546238,0.468844950199,0.999000012875,0.619314670563,0.133808895946,0.055502962321,0.547745704651,0.456517159939,0.90776604414,0.0982886180282
-69.2263336182,12.0,64.6584472656,0.153841674328,0.345987647772,0.32605099678,0.999000012875,0.597004532814,0.150772720575,0.0543040968478,0.533989131451,0.466576337814,0.89190274477,0.109794773161
-66.7992858887,12.0,66.4217987061,0.133818849921,0.322225749493,0.287107169628,0.999000012875,0.58388876915,0.141529515386,0.0521951876581,0.52220594883,0.478285551071,0.87715035677,0.124410353601
-69.2263336182,15.0,64.6584472656,0.208598434925,0.473597884178,0.36499479413,0.999000012875,0.606194913387,0.108796216547,0.045561928302,0.535986661911,0.468208342791,0.89302521944,0.11280412972
-66.7992858887,15.0,66.4217987061,0.193696558475,0.446315646172,0.348897993565,0.999000012875,0.593079149723,0.104965172708,0.0436382442713,0.524229586124,0.479900419712,0.878285348415,0.127334222198
-64.3722305298,12.0,68.1851577759,0.123832665384,0.306384474039,0.270491153002,0.999000012875,0.570775985718,0.138790547848,0.052072558552,0.510424017906,0.489995449781,0.862398266792,0.13903465867
-61.9451828003,12.0,69.9485092163,0.120157293975,0.299343943596,0.26529866457,0.999000012875,0.557666122913,0.137880906463,0.0509154237807,0.498643308878,0.501706063747,0.847647070885,0.153666898608
-64.3722305298,15.0,68.1851577759,0.178687393665,0.433994710445,0.319819957018,0.999000012875,0.579967558384,0.104965172708,0.0434704273939,0.512474417686,0.49159348011,0.863546073437,0.141877695918
-61.9451828003,15.0,69.9485092163,0.174311965704,0.42871427536,0.312550425529,0.999000012875,0.566860437393,0.103695213795,0.0426359474659,0.500721216202,0.503287613392,0.848807871342,0.156433463097
-59.5181312561,12.0,71.7118682861,0.115795895457,0.29318344593,0.256990611553,0.999000012875,0.54455947876,0.137426763773,0.0489978864789,0.486863940954,0.513417243958,0.832896053791,0.168306529522
-57.0910797119,12.0,73.4752197266,0.111623868346,0.294063478708,0.242970883846,0.999000012875,0.531456172466,0.13561438024,0.0497124120593,0.475086122751,0.525128960609,0.818145632744,0.182952955365
-59.5181312561,15.0,71.7118682861,0.169653192163,0.421673715115,0.305800229311,0.999000012875,0.553758025169,0.104118086398,0.0411529242992,0.488970190287,0.514982640743,0.834070324898,0.171000555158
-57.0910797119,15.0,73.4752197266,0.169427260756,0.418153464794,0.307877182961,0.999000012875,0.540660619736,0.104965172708,0.0413165092468,0.477221310139,0.526678621769,0.819333672523,0.18557806313
-86.2156906128,18.0,52.314956665,0.294816553593,0.621449708939,0.452748209238,0.999000012875,0.708611369133,0.079803429544,0.0298183653504,0.620569348335,0.388545304537,0.997497558594,0.0161615423858
-86.2156906128,21.0,52.314956665,0.429027140141,0.70681655407,0.678622245789,0.999000012875,0.720167934895,0.039529517293,0.0143034448847,0.62320381403,0.391081571579,0.999000012875,0.0214983243495
-83.7886428833,18.0,54.0783081055,0.406156718731,0.966437339783,0.453786671162,0.999000012875,0.695468783379,0.202860623598,0.0889838263392,0.608827292919,0.400205135345,0.982765853405,0.030396874994
-74.0804367065,18.0,61.1317329407,0.433890223503,0.795703709126,0.610081255436,0.999000012875,0.642942130566,0.115684948862,0.0490572191775,0.561880946159,0.446861773729,0.923848628998,0.0876659378409
-71.6533813477,18.0,62.8950881958,0.338315010071,0.637291014194,0.537386059761,0.999000012875,0.629822194576,0.0806068181992,0.0357621014118,0.550150334835,0.458529919386,0.909121692181,0.102050699294
-74.0804367065,21.0,61.1317329407,0.432874619961,0.815945327282,0.592426598072,0.999000012875,0.65453338623,0.0552025474608,0.0217096060514,0.564679503441,0.449261277914,0.925431847572,0.092207364738
-71.6533813477,21.0,62.8950881958,0.397715598345,0.71297711134,0.603330910206,0.999000012875,0.641424715519,0.0582522898912,0.0236852243543,0.552984237671,0.46090388298,0.910722196102,0.106459841132
-69.2263336182,18.0,64.6584472656,0.269922375679,0.566885352135,0.438728392124,0.999000012875,0.616707742214,0.0766037330031,0.0328875817358,0.538422226906,0.470199733973,0.894395828247,0.11645783484
-66.7992858887,18.0,66.4217987061,0.258720010519,0.545763671398,0.429381877184,0.999000012875,0.603598535061,0.0786008760333,0.0327884368598,0.526696801186,0.481870919466,0.879671216011,0.130885452032
-69.2263336182,21.0,64.6584472656,0.343822389841,0.650492072105,0.538424551487,0.999000012875,0.628322839737,0.0620942339301,0.0239969044924,0.541292190552,0.472548663616,0.896013975143,0.120741926134
-66.7992858887,21.0,66.4217987061,0.331346362829,0.63641089201,0.522327840328,0.999000012875,0.615228116512,0.0636403933167,0.0243097674102,0.529603838921,0.484195321798,0.881307184696,0.135051190853
-64.3722305298,18.0,68.1851577759,0.251836717129,0.539603173733,0.417958378792,0.999000012875,0.590495288372,0.079803429544,0.0324916876853,0.514974057674,0.493543595076,0.864947497845,0.145331963897
-61.9451828003,18.0,69.9485092163,0.239821046591,0.531682550907,0.395630568266,0.999000012875,0.577398180962,0.0810091271996,0.0328875817358,0.503254175186,0.505217730999,0.850225329399,0.159795790911
-64.3722305298,21.0,68.1851577759,0.328522324562,0.620569646358,0.529597342014,0.999000012875,0.602141022682,0.0648034512997,0.0247588381171,0.517919301987,0.495843857527,0.86660194397,0.149385556579
-61.9451828003,21.0,69.9485092163,0.315083920956,0.611768960953,0.50623100996,0.999000012875,0.589062094688,0.065969645977,0.0252103600651,0.506238400936,0.507494449615,0.851898431778,0.163742959499
-59.5181312561,18.0,71.7118682861,0.236520007253,0.520241558552,0.396669089794,0.999000012875,0.564307510853,0.0826216563582,0.0336348265409,0.491537511349,0.516892969608,0.835504055023,0.174275651574
-57.0910797119,18.0,73.4752197266,0.235439166427,0.517601430416,0.396149843931,0.999000012875,0.551223814487,0.0838349238038,0.034540168941,0.479823768139,0.528569757938,0.820784032345,0.188770323992
-59.5181312561,21.0,71.7118682861,0.3112642169,0.600327968597,0.507269501686,0.999000012875,0.57599145174,0.0671388357878,0.0263042394072,0.49456179142,0.519146680832,0.837196409702,0.178121775389
-57.0910797119,21.0,73.4752197266,0.313368290663,0.597687900066,0.514539003372,0.999000012875,0.562929987907,0.0679200366139,0.0273198187351,0.482889205217,0.530800759792,0.822496056557,0.192520231009
-76.507484436,24.0,59.3683776855,0.429440736771,0.751700162888,0.637601494789,0.999000012875,0.680133461952,0.0409981124103,0.0141457300633,0.579557597637,0.44041287899,0.941947996616,0.0833313837647
-74.0804367065,24.0,61.1317329407,0.404648244381,0.731458604336,0.602292358875,0.999000012875,0.667035400867,0.0432105176151,0.0150969661772,0.567898392677,0.45202344656,0.927256405354,0.0973946303129
-71.6533813477,24.0,62.8950881958,0.389293819666,0.705056428909,0.591907382011,0.999000012875,0.653945505619,0.0454341098666,0.0166274532676,0.556243300438,0.463636606932,0.912566483021,0.111498877406
-69.2263336182,24.0,64.6584472656,0.378135144711,0.690095305443,0.580483794212,0.999000012875,0.64086407423,0.0484167225659,0.0172809828073,0.544592678547,0.475252687931,0.897878408432,0.125640645623
-66.7992858887,24.0,66.4217987061,0.373566478491,0.671613752842,0.586714804173,0.999000012875,0.627791762352,0.0499156266451,0.0176922343671,0.532946705818,0.486871153116,0.883192420006,0.13981692493
-69.2263336182,27.0,64.6584472656,0.437608003616,0.729698419571,0.675506770611,0.999000012875,0.654193460941,0.0351531878114,0.0113610727713,0.548318982124,0.478309333324,0.899988412857,0.131136566401
-66.7992858887,27.0,66.4217987061,0.419431954622,0.71297711134,0.651102006435,0.999000012875,0.641151249409,0.0369712151587,0.0118945864961,0.536720514297,0.489896178246,0.885325729847,0.145166516304
-64.3722305298,24.0,68.1851577759,0.374940514565,0.663693130016,0.597099900246,0.999000012875,0.614729046822,0.0514197014272,0.0181886032224,0.521305561066,0.498492211103,0.868508279324,0.154025092721
-61.9451828003,24.0,69.9485092163,0.354510068893,0.653132259846,0.56023311615,0.999000012875,0.601676464081,0.0525511950254,0.0191067904234,0.509669303894,0.510115742683,0.853826403618,0.1682626158
-64.3722305298,27.0,68.1851577759,0.421817749739,0.707696735859,0.661486983299,0.999000012875,0.628120958805,0.0384312048554,0.0127019798383,0.525128006935,0.501486241817,0.870665311813,0.159235626459
-61.9451828003,27.0,69.9485092163,0.399566978216,0.694495618343,0.624100863934,0.999000012875,0.615103065968,0.039529517293,0.0134399561211,0.513541698456,0.513079345226,0.856007754803,0.173340767622
-59.5181312561,24.0,71.7118682861,0.348785966635,0.646091759205,0.553482830524,0.999000012875,0.588634669781,0.0544433370233,0.0200782287866,0.498038440943,0.521741628647,0.839146316051,0.182527333498
-57.0910797119,24.0,73.4752197266,0.348099708557,0.64433157444,0.553482830524,0.999000012875,0.575604259968,0.0555825829506,0.0205898154527,0.4864128232,0.533369719982,0.824468612671,0.19681724906
-59.5181312561,27.0,71.7118682861,0.395024418831,0.687454998493,0.620466172695,0.999000012875,0.602098405361,0.0402631908655,0.0139097450301,0.501961946487,0.524675369263,0.841352641582,0.1874794662
-57.0910797119,27.0,73.4752197266,0.391274690628,0.679534375668,0.619427680969,0.999000012875,0.589107811451,0.0402631908655,0.0143429385498,0.490388959646,0.536274373531,0.82670044899,0.201649188995
-59.5181312561,30.0,71.7118682861,0.429427802563,0.733218669891,0.654217481613,0.999000012875,0.616274058819,0.027599837631,0.00874898489565,0.506326496601,0.527945637703,0.843814134598,0.192964181304
-57.0910797119,30.0,73.4752197266,0.423207163811,0.731458604336,0.642274737358,0.999000012875,0.603331565857,0.0286706984043,0.00889580603689,0.494811356068,0.539512217045,0.829190194607,0.20700314641
-84.452331543,0.0,49.8879089355,0.00133836199529,0.0010000000475,0.0254047866911,0.999000012875,0.684492051601,0.392142862082,0.10354603827,0.629520058632,0.365330070257,0.982594072819,0.0117320232093
-84.452331543,3.0,49.8879089355,0.00140287016984,0.00364021211863,0.00826951116323,0.999000012875,0.68557703495,0.340085357428,0.0988055691123,0.629721164703,0.365529865026,0.982710957527,0.0121496459469
-82.6889801025,0.0,47.4608535767,0.00134386180434,0.0010000000475,0.0259240362793,0.999000012875,0.69845700264,0.355571210384,0.0938821956515,0.645802795887,0.349171221256,0.971859633923,0.0224639996886
-82.6889801025,3.0,47.4608535767,0.00112961861305,0.0010000000475,0.00826951116323,0.999000012875,0.699423551559,0.304022818804,0.0888095721602,0.646000623703,0.349374383688,0.971977293491,0.0228706654161
-82.0252838135,0.0,51.651260376,0.00133836199529,0.0010000000475,0.0254047866911,0.925891816616,0.671398103237,0.4692260921,0.147749438882,0.61769002676,0.377070069313,0.967819333076,0.0265033375472
-79.598236084,0.0,53.4146194458,0.00133836199529,0.0010000000475,0.0254047866911,0.925891816616,0.658304393291,0.53194385767,0.190883308649,0.605860054493,0.388810038567,0.95304453373,0.041274651885
-82.0252838135,3.0,51.651260376,0.00269568385556,0.0282821878791,0.00671175867319,0.925891816616,0.672480940819,0.457048624754,0.167336463928,0.617893517017,0.377267628908,0.967937350273,0.0269060563296
-79.598236084,3.0,53.4146194458,0.00674871914089,0.0370828919113,0.0300780441612,0.925891816616,0.659385085106,0.510665714741,0.210395663977,0.606065988541,0.389005303383,0.953163862228,0.0416634865105
-80.261932373,0.0,49.2242050171,0.00134386180434,0.0010000000475,0.0259240362793,0.925891816616,0.685363292694,0.3878082335,0.119643315673,0.633972644806,0.360911309719,0.957084834576,0.0372353121638
-77.8348770142,0.0,50.9875640869,0.00133836199529,0.0010000000475,0.0254047866911,0.880467891693,0.672269403934,0.434142142534,0.140886545181,0.622142612934,0.372651308775,0.942309975624,0.0520066730678
-80.261932373,3.0,49.2242050171,0.00168865383603,0.00716049363837,0.00826951116323,0.925891816616,0.686328530312,0.346768200397,0.121564626694,0.634172856808,0.361112058163,0.957203805447,0.0376278609037
-77.8348770142,3.0,50.9875640869,0.00188624346629,0.00892063416541,0.0093080131337,0.880467891693,0.673233807087,0.386370033026,0.145560443401,0.622345268726,0.372849732637,0.942430138588,0.0523860380054
-77.1711807251,0.0,55.1779747009,0.00133836199529,0.0010000000475,0.0254047866911,0.925891637802,0.645210564137,0.533747494221,0.173925206065,0.594029903412,0.400550156832,0.938269674778,0.0560460165143
-74.7441329956,0.0,56.9413299561,0.00133836199529,0.0010000000475,0.0254047866911,0.925891816616,0.632116734982,0.508052587509,0.157293394208,0.58219987154,0.412290126085,0.923494935036,0.0708173364401
-77.1711807251,3.0,55.1779747009,0.00756704760715,0.0335626080632,0.0404630564153,0.925891637802,0.646289348602,0.498558074236,0.189069196582,0.594238340855,0.400743156672,0.93839019537,0.0564219392836
-74.7441329956,3.0,56.9413299561,0.00745989382267,0.0309223998338,0.0430593118072,0.925891816616,0.633193731308,0.461082339287,0.16514967382,0.582410871983,0.41248100996,0.923616826534,0.071181088686
-75.4078292847,0.0,52.750919342,0.00133836199529,0.0010000000475,0.0254047866911,0.816229104996,0.659175634384,0.43725296855,0.154956996441,0.610312640667,0.384391307831,0.927535235882,0.0667779967189
-72.9807739258,0.0,54.5142745972,0.00133836199529,0.0010000000475,0.0254047866911,0.816229104996,0.646081805229,0.422611445189,0.133968830109,0.598482549191,0.396131396294,0.91276037693,0.0815493613482
-75.4078292847,3.0,52.750919342,0.00198747683316,0.00892063416541,0.0108657646924,0.816229104996,0.660139143467,0.389249652624,0.154234424233,0.610517680645,0.38458737731,0.927656710148,0.0671450048685
-72.9807739258,3.0,54.5142745972,0.00183051894419,0.00628042407334,0.0124235171825,0.816229104996,0.647044539452,0.377104878426,0.135602816939,0.598690032959,0.396325320005,0.912883222103,0.0819048061967
-72.3170776367,0.0,58.7046852112,0.00134932948276,0.0010000000475,0.0264432877302,0.925891637802,0.619022965431,0.455442249775,0.13198427856,0.570369839668,0.424030125141,0.908720076084,0.0855886936188
-69.8900299072,0.0,60.4680404663,0.00137621164322,0.0010000000475,0.0290395431221,0.925891816616,0.605929136276,0.3856523633,0.105736345053,0.558539748192,0.435770243406,0.893945276737,0.100360013545
-72.3170776367,3.0,58.7046852112,0.00593137741089,0.0221216958016,0.0415015630424,0.925891637802,0.620098292828,0.407560944557,0.133594512939,0.57058352232,0.424218893051,0.90884321928,0.0859411209822
-69.8900299072,3.0,60.4680404663,0.00350585812703,0.0115608479828,0.0311165452003,0.925891816616,0.607003033161,0.334793478251,0.105736345053,0.558756053448,0.435956925154,0.89406979084,0.100701764226
-70.5537261963,0.0,56.2776298523,0.00134386180434,0.0010000000475,0.0259240362793,0.816229104996,0.63298791647,0.401641696692,0.120543912053,0.586652517319,0.40787139535,0.897985577583,0.0963206738234
-68.1266784668,0.0,58.0409851074,0.00137621164322,0.0010000000475,0.0290395431221,0.816229224205,0.619894087315,0.367283761501,0.10354603827,0.574822485447,0.419611394405,0.883210778236,0.111091993749
-70.5537261963,3.0,56.2776298523,0.00191641971469,0.00452028214931,0.0202122796327,0.816229104996,0.633949995041,0.352848678827,0.119643315673,0.586862564087,0.408063083887,0.898109734058,0.0966653004289
