coo: 51.922896_4.463173;E 00:00:00;A 00:00:00;E 01:00:00;A 01:00:00;E 02:00:00;A 02:00:00;E 03:00:00;A 03:00:00;E 04:00:00;A 04:00:00;E 05:00:00;A 05:00:00;E 06:00:00;A 06:00:00;E 07:00:00;A 07:00:00;E 08:00:00;A 08:00:00;E 09:00:00;A 09:00:00;E 10:00:00;A 10:00:00;E 11:00:00;A 11:00:00;E 12:00:00;A 12:00:00;E 13:00:00;A 13:00:00;E 14:00:00;A 14:00:00;E 15:00:00;A 15:00:00;E 16:00:00;A 16:00:00;E 17:00:00;A 17:00:00;E 18:00:00;A 18:00:00;E 19:00:00;A 19:00:00;E 20:00:00;A 20:00:00;E 21:00:00;A 21:00:00;E 22:00:00;A 22:00:00;E 23:00:00;A 23:00:00;
2019-10-10;--;--;--;--;--;--;--;--;--;--;--;--;-0.45;100.06;8.41;112.09;16.52;124.91;23.38;139.00;28.43;154.60;31.12;171.51;31.07;188.93;28.29;205.79;23.16;221.34;16.23;235.37;8.08;248.14;-0.82;260.13;--;--;--;--;--;--;--;--;--;--;--;--;
2019-10-11;--;--;--;--;--;--;--;--;--;--;--;--;-0.71;100.35;8.14;112.36;16.23;125.17;23.06;139.23;28.09;154.79;30.75;171.62;30.68;188.96;27.91;205.75;22.78;221.24;15.87;235.23;7.73;247.97;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-10-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.87;112.63;15.93;125.42;22.74;139.46;27.74;154.97;30.38;171.74;30.30;188.99;27.53;205.70;22.41;221.13;15.52;235.08;7.39;247.81;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-10-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.59;112.90;15.64;125.67;22.42;139.68;27.39;155.15;30.01;171.84;29.93;189.02;27.15;205.66;22.05;221.03;15.16;234.94;7.05;247.64;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-10-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.32;113.16;15.35;125.92;22.11;139.90;27.05;155.32;29.64;171.95;29.55;189.04;26.77;205.61;21.68;220.92;14.81;234.80;6.71;247.47;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-10-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.05;113.43;15.06;126.17;21.79;140.12;26.71;155.49;29.28;172.05;29.17;189.07;26.40;205.56;21.32;220.81;14.47;234.65;6.37;247.30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-10-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.78;113.68;14.76;126.41;21.47;140.33;26.36;155.65;28.92;172.15;28.80;189.09;26.03;205.50;20.96;220.71;14.12;234.51;6.04;247.14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-10-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.51;113.94;14.47;126.65;21.16;140.54;26.02;155.81;28.56;172.24;28.43;189.10;25.67;205.45;20.61;220.60;13.78;234.36;5.71;246.97;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-10-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.24;114.19;14.18;126.88;20.84;140.74;25.68;155.97;28.20;172.34;28.06;189.12;25.30;205.39;20.26;220.49;13.44;234.21;5.39;246.80;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-10-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.96;114.44;13.89;127.11;20.53;140.94;25.34;156.12;27.84;172.42;27.70;189.13;24.94;205.34;19.91;220.38;13.11;234.07;5.06;246.62;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-10-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.69;114.68;13.60;127.33;20.21;141.14;25.01;156.27;27.48;172.51;27.34;189.14;24.58;205.28;19.56;220.26;12.77;233.92;4.74;246.45;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-10-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.42;114.92;13.31;127.55;19.90;141.33;24.67;156.42;27.13;172.58;26.98;189.15;24.23;205.22;19.22;220.15;12.44;233.77;4.43;246.28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-10-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.15;115.15;13.02;127.77;19.59;141.51;24.34;156.55;26.78;172.66;26.62;189.15;23.87;205.15;18.88;220.04;12.12;233.62;4.12;246.11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-10-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.88;115.39;12.74;127.98;19.28;141.69;24.01;156.69;26.43;172.73;26.27;189.15;23.53;205.09;18.54;219.92;11.80;233.47;3.81;245.93;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-10-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.62;115.61;12.45;128.19;18.97;141.87;23.68;156.82;26.09;172.80;25.92;189.15;23.18;205.02;18.21;219.80;11.48;233.32;3.50;245.76;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-10-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.35;115.84;12.16;128.39;18.66;142.04;23.35;156.94;25.74;172.86;25.57;189.14;22.84;204.95;17.88;219.69;11.17;233.17;3.20;245.59;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-10-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.08;116.05;11.88;128.59;18.36;142.21;23.02;157.07;25.40;172.92;25.22;189.14;22.50;204.88;17.55;219.57;10.86;233.01;2.91;245.41;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-10-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.81;116.27;11.59;128.78;18.05;142.37;22.70;157.18;25.07;172.98;24.88;189.12;22.17;204.81;17.23;219.45;10.55;232.86;2.62;245.24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-10-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.55;116.48;11.31;128.97;17.75;142.53;22.38;157.29;24.73;173.03;24.55;189.11;21.84;204.74;16.92;219.32;10.25;232.71;2.33;245.06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-10-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.28;116.68;11.03;129.16;17.45;142.68;22.06;157.40;24.40;173.08;24.21;189.09;21.51;204.66;16.61;219.20;9.96;232.55;2.05;244.88;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-10-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.02;116.88;10.75;129.33;17.15;142.83;21.74;157.50;24.07;173.12;23.88;189.07;21.19;204.58;16.30;219.08;9.66;232.40;1.77;244.71;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-10-31;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.76;117.08;10.47;129.51;16.85;142.97;21.43;157.60;23.75;173.16;23.56;189.05;20.87;204.50;15.99;218.95;9.38;232.24;1.50;244.53;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-11-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.50;117.27;10.19;129.68;16.56;143.11;21.12;157.69;23.43;173.20;23.24;189.02;20.56;204.42;15.70;218.83;9.10;232.08;1.23;244.35;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-11-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.24;117.45;9.92;129.84;16.27;143.24;20.81;157.78;23.11;173.23;22.92;189.00;20.25;204.34;15.40;218.70;8.82;231.93;0.97;244.17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-11-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.98;117.63;9.65;130.00;15.98;143.37;20.50;157.87;22.80;173.26;22.61;188.96;19.95;204.25;15.11;218.57;8.55;231.77;0.71;243.99;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-11-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.72;117.81;9.37;130.15;15.69;143.49;20.20;157.94;22.49;173.28;22.30;188.93;19.65;204.16;14.83;218.44;8.28;231.61;0.46;243.81;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-11-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.47;117.98;9.10;130.30;15.40;143.61;19.90;158.02;22.18;173.30;21.99;188.89;19.36;204.07;14.55;218.31;8.02;231.45;0.21;243.63;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-11-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.21;118.15;8.84;130.44;15.12;143.72;19.61;158.09;21.88;173.32;21.69;188.85;19.07;203.98;14.28;218.18;7.76;231.29;-0.03;243.45;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-11-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.96;118.31;8.57;130.58;14.84;143.83;19.32;158.15;21.58;173.33;21.40;188.81;18.78;203.89;14.01;218.05;7.51;231.13;-0.27;243.27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-11-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.71;118.46;8.31;130.71;14.57;143.93;19.03;158.21;21.29;173.34;21.11;188.76;18.50;203.79;13.75;217.92;7.26;230.97;-0.50;243.09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-11-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.46;118.61;8.05;130.84;14.29;144.03;18.74;158.27;21.00;173.34;20.82;188.71;18.23;203.70;13.49;217.78;7.02;230.81;-0.72;242.91;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-11-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.22;118.75;7.79;130.96;14.02;144.12;18.46;158.32;20.72;173.34;20.54;188.66;17.96;203.60;13.24;217.65;6.79;230.65;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-11-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.03;118.89;7.53;131.08;13.75;144.20;18.19;158.36;20.44;173.34;20.27;188.61;17.70;203.50;12.99;217.51;6.56;230.49;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-11-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.27;119.03;7.28;131.19;13.49;144.28;17.91;158.40;20.16;173.33;20.00;188.55;17.44;203.39;12.75;217.38;6.34;230.33;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-11-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.51;119.15;7.03;131.30;13.23;144.36;17.65;158.44;19.89;173.32;19.74;188.49;17.19;203.29;12.52;217.24;6.12;230.16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-11-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.74;119.27;6.78;131.39;12.97;144.43;17.38;158.47;19.63;173.31;19.48;188.42;16.95;203.18;12.29;217.10;5.91;230.00;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-11-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.54;131.49;12.72;144.49;17.12;158.49;19.37;173.29;19.22;188.36;16.71;203.08;12.07;216.96;5.71;229.84;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-11-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.30;131.58;12.47;144.55;16.87;158.52;19.11;173.26;18.98;188.29;16.47;202.97;11.85;216.82;5.51;229.68;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-11-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.06;131.66;12.22;144.61;16.62;158.53;18.86;173.24;18.74;188.22;16.25;202.86;11.64;216.68;5.32;229.52;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-11-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.83;131.74;11.98;144.65;16.37;158.55;18.62;173.21;18.50;188.15;16.02;202.75;11.44;216.54;5.13;229.35;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-11-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.60;131.81;11.74;144.70;16.13;158.55;18.38;173.17;18.27;188.07;15.81;202.63;11.24;216.40;4.95;229.19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-11-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.37;131.88;11.51;144.74;15.89;158.56;18.15;173.14;18.05;187.99;15.60;202.52;11.05;216.26;4.78;229.03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-11-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.14;131.94;11.28;144.77;15.66;158.55;17.92;173.09;17.83;187.91;15.40;202.40;10.87;216.12;4.62;228.87;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-11-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.92;131.99;11.05;144.80;15.44;158.55;17.70;173.05;17.62;187.83;15.20;202.29;10.69;215.97;4.46;228.71;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-11-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.71;132.04;10.83;144.82;15.21;158.54;17.48;173.00;17.41;187.74;15.02;202.17;10.52;215.83;4.31;228.55;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-11-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.50;132.08;10.62;144.84;15.00;158.52;17.27;172.95;17.21;187.65;14.83;202.05;10.36;215.69;4.16;228.39;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-11-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.29;132.12;10.41;144.85;14.79;158.50;17.07;172.90;17.02;187.56;14.66;201.93;10.20;215.55;4.02;228.23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-11-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.08;132.15;10.20;144.86;14.58;158.48;16.87;172.84;16.84;187.47;14.49;201.81;10.05;215.41;3.89;228.08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-11-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.89;132.18;10.00;144.86;14.38;158.45;16.68;172.78;16.66;187.38;14.33;201.69;9.91;215.26;3.77;227.92;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-11-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.69;132.20;9.81;144.86;14.19;158.42;16.49;172.71;16.48;187.28;14.17;201.57;9.77;215.12;3.65;227.76;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-11-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.50;132.22;9.61;144.85;14.00;158.38;16.31;172.64;16.32;187.18;14.02;201.44;9.65;214.98;3.54;227.61;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-11-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.31;132.23;9.43;144.84;13.82;158.34;16.14;172.57;16.16;187.08;13.88;201.32;9.52;214.84;3.44;227.46;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-12-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.13;132.23;9.25;144.82;13.65;158.30;15.97;172.50;16.01;186.98;13.75;201.19;9.41;214.70;3.34;227.30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-12-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.96;132.23;9.07;144.80;13.48;158.25;15.81;172.42;15.86;186.88;13.62;201.07;9.30;214.56;3.25;227.15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-12-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.79;132.23;8.90;144.77;13.31;158.20;15.66;172.34;15.73;186.77;13.50;200.94;9.20;214.42;3.17;227.00;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-12-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.62;132.22;8.74;144.74;13.16;158.14;15.51;172.26;15.60;186.67;13.39;200.82;9.11;214.28;3.09;226.86;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-12-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.46;132.20;8.58;144.70;13.01;158.08;15.38;172.18;15.47;186.56;13.29;200.69;9.02;214.14;3.03;226.71;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-12-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.30;132.18;8.43;144.66;12.86;158.02;15.24;172.09;15.36;186.45;13.19;200.57;8.95;214.00;2.96;226.57;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-12-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.15;132.15;8.29;144.62;12.72;157.95;15.12;172.00;15.25;186.34;13.10;200.44;8.88;213.87;2.91;226.43;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-12-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.01;132.12;8.15;144.57;12.59;157.88;15.00;171.91;15.15;186.23;13.02;200.31;8.81;213.73;2.87;226.29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-12-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.87;132.08;8.01;144.51;12.47;157.81;14.89;171.81;15.05;186.11;12.94;200.19;8.76;213.60;2.83;226.15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-12-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.73;132.04;7.88;144.45;12.35;157.73;14.79;171.71;14.97;186.00;12.88;200.06;8.71;213.47;2.80;226.01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-12-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.60;131.99;7.76;144.39;12.24;157.65;14.69;171.61;14.89;185.89;12.82;199.94;8.67;213.34;2.77;225.88;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-12-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.48;131.94;7.65;144.32;12.14;157.56;14.60;171.51;14.82;185.77;12.76;199.81;8.63;213.21;2.75;225.75;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-12-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.37;131.88;7.54;144.25;12.04;157.48;14.52;171.41;14.75;185.65;12.72;199.69;8.61;213.08;2.74;225.62;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-12-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.26;131.82;7.44;144.18;11.95;157.39;14.44;171.30;14.70;185.54;12.68;199.57;8.59;212.95;2.74;225.49;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-12-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.15;131.76;7.34;144.10;11.87;157.29;14.38;171.20;14.65;185.42;12.65;199.44;8.58;212.83;2.75;225.37;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-12-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.05;131.69;7.25;144.01;11.79;157.20;14.32;171.09;14.61;185.30;12.63;199.32;8.57;212.71;2.76;225.25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-12-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.96;131.61;7.17;143.93;11.72;157.10;14.26;170.98;14.57;185.19;12.62;199.20;8.58;212.59;2.78;225.13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-12-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.88;131.53;7.10;143.84;11.66;157.00;14.22;170.87;14.55;185.07;12.61;199.08;8.59;212.47;2.80;225.02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-12-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.80;131.45;7.03;143.74;11.61;156.89;14.18;170.75;14.53;184.95;12.61;198.96;8.61;212.35;2.83;224.91;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-12-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.72;131.36;6.97;143.64;11.56;156.78;14.15;170.64;14.52;184.83;12.62;198.85;8.63;212.24;2.87;224.80;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-12-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.66;131.26;6.91;143.54;11.52;156.67;14.13;170.52;14.52;184.71;12.64;198.73;8.66;212.13;2.92;224.70;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-12-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.60;131.17;6.86;143.44;11.49;156.56;14.12;170.41;14.52;184.60;12.66;198.62;8.70;212.02;2.97;224.59;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-12-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.54;131.07;6.82;143.33;11.46;156.45;14.11;170.29;14.53;184.48;12.69;198.50;8.75;211.92;3.03;224.50;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-12-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.50;130.96;6.79;143.22;11.44;156.33;14.11;170.17;14.55;184.36;12.73;198.39;8.81;211.82;3.10;224.40;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-12-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.46;130.85;6.76;143.11;11.43;156.22;14.12;170.05;14.58;184.25;12.77;198.28;8.87;211.72;3.18;224.31;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-12-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.42;130.74;6.74;142.99;11.43;156.10;14.14;169.93;14.62;184.13;12.83;198.18;8.94;211.62;3.26;224.23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-12-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.40;130.62;6.73;142.87;11.44;155.97;14.16;169.81;14.66;184.01;12.89;198.07;9.01;211.53;3.34;224.15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-12-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.38;130.50;6.73;142.75;11.45;155.85;14.19;169.69;14.71;183.90;12.96;197.97;9.10;211.43;3.44;224.07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-12-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.37;130.38;6.73;142.63;11.47;155.73;14.23;169.57;14.77;183.79;13.03;197.87;9.18;211.35;3.54;223.99;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-12-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.36;130.25;6.74;142.50;11.50;155.60;14.28;169.45;14.84;183.67;13.12;197.77;9.28;211.26;3.64;223.92;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-12-31;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.36;130.12;6.76;142.37;11.53;155.47;14.33;169.33;14.91;183.56;13.21;197.67;9.39;211.18;3.76;223.86;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2020-01-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.37;129.96;6.79;142.20;11.59;155.31;14.41;169.17;15.01;183.43;13.33;197.55;9.52;211.09;3.91;223.78;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
