coo: 51.9284597_4.4784905;E 00:00:00;A 00:00:00;E 01:00:00;A 01:00:00;E 02:00:00;A 02:00:00;E 03:00:00;A 03:00:00;E 04:00:00;A 04:00:00;E 05:00:00;A 05:00:00;E 06:00:00;A 06:00:00;E 07:00:00;A 07:00:00;E 08:00:00;A 08:00:00;E 09:00:00;A 09:00:00;E 10:00:00;A 10:00:00;E 11:00:00;A 11:00:00;E 12:00:00;A 12:00:00;E 13:00:00;A 13:00:00;E 14:00:00;A 14:00:00;E 15:00:00;A 15:00:00;E 16:00:00;A 16:00:00;E 17:00:00;A 17:00:00;E 18:00:00;A 18:00:00;E 19:00:00;A 19:00:00;E 20:00:00;A 20:00:00;E 21:00:00;A 21:00:00;E 22:00:00;A 22:00:00;E 23:00:00;A 23:00:00;
2019-07-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.52;57.25;7.71;68.82;16.60;80.13;25.80;91.72;34.94;104.31;43.52;118.94;50.81;136.92;55.71;159.30;56.97;184.93;54.19;209.69;48.22;230.34;40.32;246.87;31.45;260.57;22.22;272.68;13.08;284.07;4.38;295.42;--;--;
2019-07-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.71;57.38;7.53;68.97;16.42;80.29;25.63;91.89;34.76;104.50;43.33;119.13;50.60;137.09;55.48;159.40;56.74;184.92;53.97;209.57;48.02;230.17;40.13;246.69;31.27;260.40;22.04;272.52;12.90;283.93;4.19;295.29;--;--;
2019-07-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.34;69.12;16.24;80.46;25.45;92.07;34.58;104.69;43.14;119.33;50.39;137.27;55.25;159.51;56.50;184.91;53.74;209.45;47.81;230.00;39.93;246.51;31.08;260.23;21.85;272.35;12.70;283.78;3.99;295.15;--;--;
2019-07-31;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.15;69.28;16.06;80.63;25.27;92.25;34.40;104.88;42.94;119.53;50.18;137.45;55.01;159.63;56.26;184.91;53.51;209.34;47.59;229.84;39.73;246.33;30.88;260.06;21.66;272.19;12.51;283.63;3.78;295.02;--;--;
2019-08-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.97;69.44;15.88;80.80;25.09;92.44;34.21;105.08;42.74;119.73;49.96;137.64;54.77;159.75;56.01;184.90;53.27;209.22;47.36;229.67;39.52;246.16;30.68;259.88;21.46;272.03;12.30;283.48;3.57;294.88;--;--;
2019-08-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.77;69.61;15.70;80.98;24.91;92.63;34.02;105.29;42.54;119.94;49.74;137.83;54.53;159.87;55.75;184.91;53.02;209.12;47.14;229.51;39.31;245.98;30.47;259.71;21.26;271.86;12.09;283.33;3.35;294.75;--;--;
2019-08-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.58;69.78;15.51;81.17;24.72;92.83;33.83;105.50;42.34;120.16;49.51;138.03;54.28;160.00;55.49;184.91;52.77;209.01;46.90;229.34;39.09;245.80;30.26;259.53;21.05;271.70;11.88;283.17;3.13;294.61;--;--;
2019-08-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.38;69.95;15.32;81.36;24.54;93.04;33.64;105.72;42.13;120.38;49.28;138.23;54.03;160.13;55.23;184.92;52.51;208.91;46.66;229.18;38.86;245.62;30.04;259.36;20.83;271.53;11.66;283.02;2.91;294.47;--;--;
2019-08-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.18;70.13;15.13;81.55;24.35;93.24;33.44;105.94;41.92;120.61;49.05;138.44;53.77;160.27;54.96;184.94;52.25;208.80;46.41;229.02;38.63;245.44;29.82;259.18;20.61;271.37;11.44;282.87;2.67;294.33;--;--;
2019-08-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.98;70.32;14.94;81.75;24.15;93.46;33.24;106.16;41.71;120.84;48.82;138.65;53.51;160.41;54.69;184.96;51.98;208.71;46.16;228.86;38.39;245.26;29.59;259.01;20.38;271.20;11.21;282.71;2.44;294.19;--;--;
2019-08-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.78;70.51;14.74;81.95;23.96;93.67;33.04;106.39;41.49;121.07;48.58;138.87;53.25;160.56;54.41;184.98;51.71;208.61;45.91;228.70;38.15;245.09;29.36;258.83;20.15;271.03;10.97;282.56;2.19;294.05;--;--;
2019-08-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.58;70.70;14.54;82.16;23.76;93.90;32.84;106.63;41.28;121.31;48.33;139.09;52.98;160.71;54.12;185.00;51.43;208.52;45.64;228.55;37.90;244.91;29.12;258.65;19.91;270.86;10.73;282.40;1.95;293.91;--;--;
2019-08-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.37;70.90;14.34;82.37;23.56;94.12;32.64;106.87;41.05;121.55;48.09;139.31;52.71;160.86;53.84;185.03;51.15;208.43;45.38;228.39;37.65;244.73;28.88;258.48;19.67;270.70;10.49;282.24;1.69;293.77;--;--;
2019-08-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.16;71.11;14.14;82.59;23.36;94.35;32.43;107.11;40.83;121.80;47.84;139.54;52.43;161.02;53.54;185.06;50.86;208.34;45.11;228.24;37.39;244.56;28.63;258.30;19.43;270.53;10.24;282.09;1.44;293.62;--;--;
2019-08-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.95;71.31;13.94;82.81;23.16;94.59;32.22;107.36;40.60;122.05;47.59;139.77;52.15;161.18;53.25;185.10;50.57;208.26;44.83;228.09;37.13;244.38;28.37;258.12;19.18;270.36;9.98;281.93;1.18;293.48;--;--;
2019-08-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.73;71.53;13.73;83.04;22.96;94.83;32.01;107.61;40.37;122.31;47.33;140.01;51.87;161.34;52.95;185.13;50.27;208.17;44.55;227.94;36.86;244.21;28.11;257.95;18.92;270.19;9.73;281.77;0.91;293.34;--;--;
2019-08-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.52;71.74;13.53;83.27;22.75;95.07;31.79;107.86;40.14;122.57;47.07;140.24;51.58;161.50;52.64;185.17;49.97;208.09;44.26;227.79;36.59;244.03;27.85;257.77;18.66;270.02;9.46;281.61;0.64;293.19;--;--;
2019-08-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.30;71.96;13.32;83.50;22.54;95.31;31.57;108.12;39.91;122.83;46.81;140.48;51.29;161.67;52.34;185.22;49.66;208.02;43.97;227.64;36.31;243.86;27.58;257.59;18.39;269.85;9.19;281.45;0.36;293.05;--;--;
2019-08-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.09;72.19;13.11;83.74;22.33;95.57;31.36;108.38;39.67;123.10;46.55;140.73;50.99;161.84;52.02;185.26;49.35;207.94;43.67;227.50;36.03;243.69;27.31;257.42;18.12;269.68;8.92;281.29;0.08;292.91;--;--;
2019-08-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.87;72.41;12.90;83.98;22.12;95.82;31.14;108.65;39.43;123.36;46.28;140.98;50.69;162.02;51.71;185.31;49.04;207.87;43.37;227.35;35.75;243.52;27.03;257.24;17.85;269.51;8.64;281.13;-0.20;292.76;--;--;
2019-08-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.64;72.65;12.68;84.23;21.91;96.08;30.91;108.92;39.19;123.64;46.01;141.23;50.39;162.19;51.39;185.36;48.72;207.80;43.07;227.21;35.45;243.35;26.75;257.07;17.57;269.34;8.36;280.97;-0.49;292.62;--;--;
2019-08-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.42;72.88;12.47;84.47;21.69;96.34;30.69;109.19;38.94;123.91;45.73;141.48;50.09;162.37;51.06;185.42;48.40;207.74;42.76;227.07;35.16;243.18;26.47;256.89;17.29;269.17;8.08;280.81;-0.78;292.47;--;--;
2019-08-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.20;73.12;12.25;84.73;21.47;96.60;30.46;109.47;38.70;124.19;45.46;141.73;49.78;162.55;50.74;185.47;48.07;207.67;42.44;226.93;34.86;243.01;26.18;256.72;17.00;269.00;7.79;280.65;--;--;--;--;
2019-08-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.97;73.37;12.03;84.98;21.25;96.87;30.23;109.74;38.45;124.47;45.18;141.99;49.47;162.73;50.41;185.53;47.74;207.61;42.13;226.80;34.56;242.84;25.88;256.54;16.71;268.83;7.49;280.49;--;--;--;--;
2019-08-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.74;73.61;11.81;85.24;21.03;97.14;30.00;110.03;38.19;124.75;44.90;142.25;49.15;162.91;50.07;185.59;47.41;207.55;41.80;226.66;34.25;242.68;25.58;256.37;16.41;268.66;7.20;280.33;--;--;--;--;
2019-08-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.51;73.86;11.59;85.50;20.81;97.42;29.77;110.31;37.94;125.04;44.61;142.51;48.84;163.10;49.73;185.66;47.07;207.49;41.48;226.53;33.94;242.51;25.28;256.19;16.12;268.49;6.90;280.17;--;--;--;--;
2019-08-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.28;74.12;11.37;85.77;20.59;97.69;29.53;110.60;37.68;125.33;44.32;142.77;48.52;163.29;49.39;185.72;46.73;207.44;41.15;226.40;33.62;242.35;24.97;256.02;15.81;268.32;6.59;280.01;--;--;--;--;
2019-08-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.05;74.37;11.14;86.04;20.36;97.97;29.29;110.89;37.42;125.62;44.03;143.03;48.19;163.47;49.05;185.79;46.38;207.39;40.82;226.27;33.30;242.19;24.66;255.85;15.51;268.15;6.28;279.85;--;--;--;--;
2019-08-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.82;74.63;10.92;86.31;20.13;98.26;29.06;111.18;37.16;125.91;43.74;143.30;47.87;163.66;48.70;185.85;46.04;207.33;40.48;226.15;32.98;242.03;24.35;255.68;15.20;267.98;5.97;279.69;--;--;--;--;
2019-08-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.59;74.90;10.69;86.58;19.90;98.54;28.81;111.47;36.90;126.20;43.44;143.56;47.54;163.85;48.35;185.92;45.68;207.29;40.14;226.02;32.65;241.87;24.03;255.51;14.88;267.81;5.66;279.53;--;--;--;--;
2019-08-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.35;75.16;10.46;86.86;19.67;98.83;28.57;111.77;36.63;126.50;43.15;143.83;47.21;164.05;48.00;186.00;45.33;207.24;39.80;225.90;32.32;241.71;23.71;255.34;14.57;267.64;5.34;279.37;--;--;--;--;
2019-08-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.12;75.43;10.23;87.14;19.44;99.12;28.33;112.07;36.37;126.79;42.85;144.10;46.87;164.24;47.64;186.07;44.97;207.19;39.45;225.78;31.99;241.55;23.39;255.17;14.25;267.47;5.02;279.21;--;--;--;--;
2019-08-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.88;75.71;10.00;87.42;19.21;99.41;28.08;112.37;36.10;127.09;42.54;144.37;46.54;164.43;47.29;186.14;44.61;207.15;39.10;225.66;31.65;241.39;23.06;255.00;13.92;267.30;4.69;279.04;--;--;--;--;
2019-08-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.64;75.98;9.77;87.71;18.97;99.71;27.83;112.67;35.82;127.39;42.24;144.64;46.20;164.62;46.92;186.22;44.25;207.11;38.75;225.54;31.31;241.24;22.73;254.83;13.60;267.13;4.36;278.88;--;--;--;--;
2019-08-31;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.40;76.26;9.54;87.99;18.74;100.00;27.58;112.97;35.55;127.69;41.93;144.91;45.86;164.82;46.56;186.29;43.88;207.07;38.39;225.42;30.97;241.08;22.40;254.66;13.27;266.96;4.03;278.72;--;--;--;--;
2019-09-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.16;76.54;9.30;88.28;18.50;100.30;27.33;113.28;35.27;127.99;41.62;145.18;45.51;165.01;46.20;186.37;43.51;207.03;38.03;225.31;30.62;240.93;22.06;254.49;12.94;266.79;3.70;278.56;--;--;--;--;
2019-09-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.08;76.82;9.07;88.57;18.26;100.60;27.08;113.58;35.00;128.29;41.31;145.45;45.17;165.20;45.83;186.44;43.14;206.99;37.67;225.19;30.27;240.78;21.72;254.33;12.60;266.63;3.36;278.40;--;--;--;--;
2019-09-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.32;77.11;8.83;88.87;18.02;100.90;26.83;113.89;34.72;128.60;41.00;145.72;44.82;165.40;45.46;186.52;42.77;206.96;37.31;225.08;29.92;240.62;21.38;254.16;12.27;266.46;3.03;278.23;--;--;--;--;
2019-09-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.56;77.39;8.60;89.16;17.78;101.21;26.57;114.20;34.43;128.90;40.68;145.99;44.47;165.59;45.08;186.60;42.39;206.92;36.94;224.97;29.57;240.47;21.04;253.99;11.93;266.29;2.69;278.07;--;--;--;--;
2019-09-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.81;77.68;8.36;89.46;17.54;101.51;26.31;114.51;34.15;129.20;40.36;146.26;44.11;165.78;44.71;186.68;42.01;206.89;36.57;224.86;29.21;240.32;20.69;253.83;11.58;266.12;2.34;277.91;--;--;--;--;
2019-09-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.12;89.76;17.29;101.82;26.05;114.82;33.86;129.51;40.04;146.53;43.76;165.98;44.33;186.76;41.63;206.86;36.20;224.75;28.86;240.18;20.34;253.66;11.24;265.95;2.00;277.75;--;--;--;--;
2019-09-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.88;90.06;17.05;102.12;25.79;115.13;33.58;129.81;39.72;146.80;43.40;166.17;43.95;186.84;41.25;206.82;35.83;224.64;28.50;240.03;19.99;253.50;10.89;265.79;1.65;277.58;--;--;--;--;
2019-09-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.64;90.36;16.80;102.43;25.53;115.44;33.29;130.11;39.40;147.07;43.05;166.36;43.57;186.92;40.87;206.79;35.45;224.54;28.13;239.88;19.64;253.34;10.55;265.62;1.30;277.42;--;--;--;--;
2019-09-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.39;90.66;16.55;102.74;25.26;115.75;33.00;130.41;39.07;147.33;42.69;166.55;43.19;187.00;40.48;206.76;35.08;224.43;27.77;239.73;19.29;253.17;10.20;265.45;0.95;277.26;--;--;--;--;
2019-09-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.15;90.97;16.31;103.05;25.00;116.06;32.70;130.72;38.74;147.60;42.32;166.74;42.81;187.07;40.10;206.74;34.70;224.33;27.40;239.59;18.93;253.01;9.85;265.28;0.60;277.09;--;--;--;--;
2019-09-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.91;91.27;16.06;103.36;24.73;116.38;32.41;131.02;38.41;147.87;41.96;166.93;42.42;187.15;39.71;206.71;34.32;224.22;27.03;239.44;18.57;252.85;9.49;265.12;0.25;276.93;--;--;--;--;
2019-09-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.66;91.58;15.80;103.67;24.46;116.69;32.11;131.32;38.08;148.13;41.60;167.12;42.04;187.23;39.32;206.68;33.94;224.12;26.67;239.30;18.21;252.68;9.14;264.95;-0.11;276.76;--;--;--;--;
2019-09-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.42;91.89;15.55;103.98;24.19;117.00;31.82;131.62;37.75;148.39;41.23;167.30;41.65;187.31;38.92;206.65;33.55;224.02;26.29;239.16;17.85;252.52;8.78;264.78;-0.46;276.60;--;--;--;--;
2019-09-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.17;92.20;15.30;104.29;23.92;117.31;31.52;131.92;37.42;148.65;40.86;167.49;41.26;187.39;38.53;206.63;33.17;223.92;25.92;239.02;17.49;252.36;8.43;264.61;-0.82;276.43;--;--;--;--;
2019-09-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.92;92.50;15.04;104.61;23.65;117.62;31.22;132.22;37.08;148.92;40.49;167.67;40.87;187.46;38.14;206.60;32.78;223.82;25.55;238.87;17.13;252.20;8.07;264.44;--;--;--;--;--;--;
2019-09-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.68;92.81;14.79;104.92;23.38;117.93;30.91;132.52;36.74;149.17;40.12;167.85;40.48;187.54;37.74;206.57;32.40;223.72;25.18;238.73;16.76;252.04;7.71;264.28;--;--;--;--;--;--;
2019-09-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.43;93.12;14.53;105.23;23.10;118.24;30.61;132.81;36.41;149.43;39.75;168.03;40.09;187.62;37.35;206.55;32.01;223.62;24.80;238.59;16.40;251.88;7.35;264.11;--;--;--;--;--;--;
2019-09-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.18;93.43;14.27;105.54;22.82;118.55;30.31;133.11;36.07;149.69;39.38;168.21;39.69;187.69;36.95;206.52;31.62;223.52;24.42;238.45;16.03;251.72;6.99;263.94;--;--;--;--;--;--;
2019-09-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.93;93.74;14.02;105.85;22.55;118.86;30.00;133.40;35.73;149.94;39.01;168.39;39.30;187.76;36.55;206.49;31.23;223.42;24.05;238.31;15.66;251.55;6.63;263.77;--;--;--;--;--;--;
2019-09-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.68;94.05;13.76;106.16;22.27;119.17;29.69;133.69;35.38;150.19;38.63;168.56;38.91;187.84;36.16;206.47;30.85;223.33;23.67;238.17;15.30;251.39;6.27;263.60;--;--;--;--;--;--;
2019-09-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.42;94.36;13.50;106.47;21.99;119.48;29.38;133.98;35.04;150.44;38.26;168.74;38.51;187.91;35.76;206.44;30.46;223.23;23.29;238.03;14.93;251.23;5.91;263.43;--;--;--;--;--;--;
2019-09-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.17;94.67;13.23;106.78;21.71;119.78;29.07;134.27;34.70;150.68;37.88;168.91;38.12;187.98;35.36;206.42;30.07;223.13;22.92;237.89;14.56;251.07;5.54;263.27;--;--;--;--;--;--;
2019-09-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.92;94.98;12.97;107.09;21.43;120.08;28.76;134.56;34.35;150.93;37.51;169.08;37.72;188.05;34.96;206.39;29.68;223.03;22.54;237.75;14.20;250.91;5.18;263.10;--;--;--;--;--;--;
2019-09-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.67;95.29;12.71;107.40;21.14;120.39;28.45;134.84;34.01;151.17;37.13;169.24;37.33;188.11;34.56;206.36;29.29;222.94;22.16;237.62;13.83;250.75;4.82;262.93;--;--;--;--;--;--;
2019-09-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.41;95.60;12.45;107.71;20.86;120.69;28.14;135.12;33.66;151.41;36.75;169.41;36.93;188.18;34.17;206.33;28.90;222.84;21.78;237.48;13.46;250.59;4.46;262.76;--;--;--;--;--;--;
2019-09-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.16;95.91;12.18;108.01;20.58;120.99;27.83;135.40;33.31;151.65;36.37;169.57;36.54;188.24;33.77;206.30;28.51;222.74;21.40;237.34;13.09;250.43;4.10;262.58;--;--;--;--;--;--;
2019-09-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.90;96.21;11.92;108.32;20.29;121.28;27.51;135.68;32.97;151.88;36.00;169.73;36.14;188.31;33.37;206.28;28.12;222.65;21.03;237.20;12.73;250.27;3.74;262.41;--;--;--;--;--;--;
2019-09-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.65;96.52;11.65;108.62;20.00;121.58;27.20;135.96;32.62;152.11;35.62;169.88;35.75;188.37;32.97;206.25;27.73;222.55;20.65;237.06;12.36;250.11;3.38;262.24;--;--;--;--;--;--;
2019-09-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.39;96.82;11.38;108.92;19.72;121.87;26.88;136.23;32.27;152.34;35.24;170.04;35.35;188.43;32.58;206.22;27.34;222.45;20.28;236.92;12.00;249.95;3.02;262.07;--;--;--;--;--;--;
2019-09-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.14;97.13;11.12;109.22;19.43;122.16;26.57;136.50;31.92;152.56;34.86;170.19;34.96;188.48;32.18;206.18;26.95;222.35;19.90;236.78;11.63;249.79;2.66;261.90;--;--;--;--;--;--;
2019-10-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.88;97.43;10.85;109.52;19.14;122.45;26.25;136.76;31.57;152.78;34.49;170.33;34.56;188.54;31.78;206.15;26.57;222.26;19.53;236.65;11.27;249.62;2.31;261.72;--;--;--;--;--;--;
2019-10-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.62;97.73;10.58;109.81;18.85;122.74;25.93;137.03;31.22;153.00;34.11;170.48;34.17;188.59;31.39;206.12;26.18;222.16;19.15;236.51;10.91;249.46;1.95;261.55;--;--;--;--;--;--;
2019-10-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.36;98.03;10.31;110.11;18.56;123.02;25.61;137.29;30.87;153.21;33.73;170.62;33.78;188.65;31.00;206.08;25.80;222.06;18.78;236.37;10.55;249.30;1.60;261.38;--;--;--;--;--;--;
2019-10-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.11;98.33;10.04;110.40;18.27;123.30;25.30;137.54;30.52;153.43;33.36;170.76;33.38;188.69;30.60;206.05;25.41;221.96;18.41;236.23;10.19;249.14;1.25;261.20;--;--;--;--;--;--;
2019-10-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.85;98.62;9.77;110.69;17.98;123.58;24.98;137.80;30.17;153.63;32.98;170.89;32.99;188.74;30.21;206.01;25.03;221.86;18.04;236.09;9.83;248.97;0.89;261.03;--;--;--;--;--;--;
2019-10-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.59;98.92;9.50;110.98;17.69;123.85;24.66;138.05;29.83;153.84;32.61;171.03;32.60;188.79;29.82;205.97;24.65;221.76;17.67;235.95;9.47;248.81;0.55;260.85;--;--;--;--;--;--;
2019-10-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.33;99.21;9.23;111.26;17.40;124.12;24.34;138.29;29.48;154.04;32.23;171.16;32.22;188.83;29.43;205.94;24.27;221.66;17.31;235.81;9.12;248.65;0.20;260.67;--;--;--;--;--;--;
2019-10-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.07;99.50;8.96;111.54;17.11;124.39;24.02;138.54;29.13;154.24;31.86;171.28;31.83;188.87;29.05;205.89;23.89;221.56;16.94;235.67;8.77;248.48;-0.15;260.50;--;--;--;--;--;--;
2019-10-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.19;99.79;8.69;111.82;16.81;124.66;23.70;138.78;28.78;154.43;31.49;171.41;31.44;188.91;28.66;205.85;23.52;221.46;16.58;235.52;8.42;248.32;-0.49;260.32;--;--;--;--;--;--;
2019-10-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.45;100.08;8.42;112.10;16.52;124.92;23.38;139.01;28.43;154.62;31.11;171.53;31.06;188.94;28.28;205.81;23.14;221.35;16.22;235.38;8.07;248.15;-0.83;260.14;--;--;--;--;--;--;
2019-10-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.71;100.36;8.14;112.37;16.23;125.18;23.06;139.25;28.09;154.80;30.74;171.64;30.68;188.98;27.90;205.77;22.77;221.25;15.86;235.24;7.72;247.99;--;--;--;--;--;--;--;--;
2019-10-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.87;112.64;15.94;125.44;22.74;139.47;27.74;154.99;30.37;171.75;30.30;189.01;27.52;205.72;22.40;221.15;15.51;235.10;7.38;247.82;--;--;--;--;--;--;--;--;
2019-10-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.60;112.91;15.65;125.69;22.43;139.70;27.39;155.16;30.01;171.86;29.92;189.04;27.14;205.67;22.04;221.04;15.15;234.95;7.04;247.65;--;--;--;--;--;--;--;--;
2019-10-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.33;113.18;15.35;125.94;22.11;139.92;27.05;155.34;29.64;171.97;29.54;189.06;26.77;205.62;21.67;220.93;14.80;234.81;6.70;247.48;--;--;--;--;--;--;--;--;
2019-10-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.06;113.44;15.06;126.18;21.79;140.14;26.70;155.51;29.28;172.07;29.17;189.08;26.39;205.57;21.31;220.83;14.46;234.66;6.36;247.32;--;--;--;--;--;--;--;--;
2019-10-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.78;113.70;14.77;126.42;21.47;140.35;26.36;155.67;28.91;172.17;28.79;189.10;26.02;205.52;20.95;220.72;14.11;234.52;6.03;247.15;--;--;--;--;--;--;--;--;
2019-10-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.51;113.95;14.48;126.66;21.16;140.56;26.02;155.83;28.55;172.26;28.42;189.12;25.66;205.47;20.60;220.61;13.77;234.37;5.70;246.98;--;--;--;--;--;--;--;--;
2019-10-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.24;114.20;14.19;126.89;20.84;140.76;25.68;155.99;28.19;172.35;28.06;189.14;25.29;205.41;20.24;220.50;13.43;234.23;5.37;246.81;--;--;--;--;--;--;--;--;
2019-10-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.97;114.45;13.90;127.12;20.53;140.96;25.34;156.14;27.83;172.44;27.69;189.15;24.93;205.35;19.90;220.39;13.09;234.08;5.05;246.64;--;--;--;--;--;--;--;--;
2019-10-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.70;114.69;13.61;127.35;20.22;141.15;25.01;156.29;27.48;172.52;27.33;189.16;24.57;205.29;19.55;220.28;12.76;233.93;4.73;246.46;--;--;--;--;--;--;--;--;
2019-10-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.43;114.93;13.32;127.57;19.90;141.34;24.67;156.43;27.13;172.60;26.97;189.16;24.22;205.23;19.21;220.16;12.43;233.78;4.42;246.29;--;--;--;--;--;--;--;--;
