coo: 51.9284597_4.4784905;E 00:00:00;A 00:00:00;E 01:00:00;A 01:00:00;E 02:00:00;A 02:00:00;E 03:00:00;A 03:00:00;E 04:00:00;A 04:00:00;E 05:00:00;A 05:00:00;E 06:00:00;A 06:00:00;E 07:00:00;A 07:00:00;E 08:00:00;A 08:00:00;E 09:00:00;A 09:00:00;E 10:00:00;A 10:00:00;E 11:00:00;A 11:00:00;E 12:00:00;A 12:00:00;E 13:00:00;A 13:00:00;E 14:00:00;A 14:00:00;E 15:00:00;A 15:00:00;E 16:00:00;A 16:00:00;E 17:00:00;A 17:00:00;E 18:00:00;A 18:00:00;E 19:00:00;A 19:00:00;E 20:00:00;A 20:00:00;E 21:00:00;A 21:00:00;E 22:00:00;A 22:00:00;E 23:00:00;A 23:00:00;
2019-10-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.16;115.17;13.03;127.78;19.59;141.53;24.34;156.57;26.78;172.68;26.61;189.17;23.87;205.17;18.87;220.05;12.11;233.63;4.11;246.12;--;--;--;--;--;--;--;--;
2019-10-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.89;115.40;12.74;128.00;19.28;141.71;24.00;156.71;26.43;172.75;26.26;189.17;23.52;205.10;18.53;219.93;11.79;233.48;3.80;245.95;--;--;--;--;--;--;--;--;
2019-10-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.62;115.63;12.45;128.20;18.97;141.89;23.67;156.84;26.08;172.82;25.91;189.16;23.17;205.04;18.20;219.82;11.47;233.33;3.49;245.77;--;--;--;--;--;--;--;--;
2019-10-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.35;115.85;12.17;128.41;18.66;142.06;23.35;156.96;25.74;172.88;25.56;189.16;22.83;204.97;17.87;219.70;11.16;233.18;3.19;245.60;--;--;--;--;--;--;--;--;
2019-10-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.09;116.07;11.88;128.60;18.36;142.23;23.02;157.08;25.40;172.94;25.22;189.15;22.49;204.90;17.54;219.58;10.85;233.03;2.90;245.42;--;--;--;--;--;--;--;--;
2019-10-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.82;116.28;11.60;128.80;18.05;142.39;22.70;157.20;25.06;173.00;24.88;189.14;22.16;204.82;17.22;219.46;10.54;232.87;2.61;245.25;--;--;--;--;--;--;--;--;
2019-10-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.55;116.49;11.32;128.99;17.75;142.55;22.37;157.31;24.73;173.05;24.54;189.13;21.83;204.75;16.91;219.34;10.24;232.72;2.32;245.07;--;--;--;--;--;--;--;--;
2019-10-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.29;116.69;11.03;129.17;17.45;142.70;22.06;157.42;24.40;173.10;24.21;189.11;21.50;204.67;16.60;219.22;9.95;232.56;2.04;244.89;--;--;--;--;--;--;--;--;
2019-10-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.03;116.89;10.75;129.35;17.15;142.85;21.74;157.52;24.07;173.14;23.88;189.09;21.18;204.60;16.29;219.09;9.65;232.41;1.76;244.72;--;--;--;--;--;--;--;--;
2019-10-31;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.76;117.09;10.48;129.52;16.86;142.99;21.43;157.62;23.75;173.18;23.55;189.07;20.86;204.52;15.98;218.97;9.37;232.25;1.49;244.54;--;--;--;--;--;--;--;--;
2019-11-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.50;117.28;10.20;129.69;16.56;143.13;21.12;157.71;23.43;173.22;23.23;189.04;20.55;204.43;15.69;218.84;9.08;232.09;1.22;244.36;--;--;--;--;--;--;--;--;
2019-11-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.24;117.47;9.92;129.85;16.27;143.26;20.81;157.80;23.11;173.25;22.91;189.01;20.24;204.35;15.39;218.71;8.81;231.94;0.96;244.18;--;--;--;--;--;--;--;--;
2019-11-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.99;117.65;9.65;130.01;15.98;143.39;20.50;157.88;22.79;173.28;22.60;188.98;19.94;204.26;15.10;218.59;8.54;231.78;0.70;244.00;--;--;--;--;--;--;--;--;
2019-11-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.73;117.82;9.38;130.17;15.69;143.51;20.20;157.96;22.49;173.30;22.29;188.95;19.64;204.18;14.82;218.46;8.27;231.62;0.45;243.83;--;--;--;--;--;--;--;--;
2019-11-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.47;117.99;9.11;130.31;15.41;143.62;19.90;158.03;22.18;173.32;21.99;188.91;19.35;204.09;14.54;218.33;8.01;231.46;0.20;243.65;--;--;--;--;--;--;--;--;
2019-11-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.22;118.16;8.84;130.46;15.12;143.74;19.61;158.10;21.88;173.34;21.69;188.87;19.06;203.99;14.27;218.20;7.75;231.30;-0.04;243.47;--;--;--;--;--;--;--;--;
2019-11-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.97;118.32;8.58;130.60;14.84;143.84;19.32;158.17;21.58;173.35;21.39;188.82;18.77;203.90;14.00;218.06;7.50;231.14;-0.28;243.29;--;--;--;--;--;--;--;--;
2019-11-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.72;118.47;8.31;130.73;14.57;143.94;19.03;158.23;21.29;173.36;21.10;188.78;18.49;203.81;13.74;217.93;7.25;230.98;-0.51;243.11;--;--;--;--;--;--;--;--;
2019-11-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.47;118.62;8.05;130.86;14.29;144.04;18.74;158.28;21.00;173.36;20.82;188.73;18.22;203.71;13.48;217.80;7.01;230.82;-0.73;242.93;--;--;--;--;--;--;--;--;
2019-11-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.22;118.77;7.79;130.98;14.02;144.13;18.46;158.33;20.71;173.36;20.54;188.68;17.95;203.61;13.23;217.66;6.78;230.66;--;--;--;--;--;--;--;--;--;--;
2019-11-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.02;118.90;7.54;131.09;13.75;144.22;18.19;158.38;20.43;173.36;20.26;188.62;17.69;203.51;12.98;217.53;6.55;230.50;--;--;--;--;--;--;--;--;--;--;
2019-11-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.26;119.04;7.29;131.20;13.49;144.30;17.91;158.42;20.16;173.35;19.99;188.56;17.43;203.41;12.74;217.39;6.33;230.34;--;--;--;--;--;--;--;--;--;--;
2019-11-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.50;119.16;7.03;131.31;13.23;144.37;17.64;158.45;19.89;173.34;19.73;188.50;17.18;203.30;12.51;217.25;6.11;230.18;--;--;--;--;--;--;--;--;--;--;
2019-11-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.74;119.29;6.79;131.41;12.97;144.44;17.38;158.48;19.62;173.32;19.47;188.44;16.94;203.20;12.28;217.11;5.90;230.01;--;--;--;--;--;--;--;--;--;--;
2019-11-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.54;131.50;12.72;144.51;17.12;158.51;19.36;173.30;19.22;188.37;16.70;203.09;12.06;216.97;5.70;229.85;--;--;--;--;--;--;--;--;--;--;
2019-11-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.30;131.59;12.47;144.57;16.87;158.53;19.11;173.28;18.97;188.31;16.46;202.98;11.84;216.83;5.50;229.69;--;--;--;--;--;--;--;--;--;--;
2019-11-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.06;131.67;12.22;144.62;16.61;158.55;18.86;173.25;18.73;188.23;16.24;202.87;11.63;216.69;5.31;229.53;--;--;--;--;--;--;--;--;--;--;
2019-11-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.83;131.75;11.98;144.67;16.37;158.56;18.61;173.22;18.49;188.16;16.02;202.76;11.43;216.55;5.12;229.37;--;--;--;--;--;--;--;--;--;--;
2019-11-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.60;131.82;11.74;144.71;16.13;158.57;18.38;173.19;18.26;188.08;15.80;202.65;11.23;216.41;4.94;229.21;--;--;--;--;--;--;--;--;--;--;
2019-11-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.37;131.89;11.51;144.75;15.89;158.57;18.14;173.15;18.04;188.01;15.59;202.53;11.04;216.27;4.77;229.04;--;--;--;--;--;--;--;--;--;--;
2019-11-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.15;131.95;11.28;144.78;15.66;158.57;17.91;173.11;17.82;187.92;15.39;202.42;10.86;216.13;4.61;228.88;--;--;--;--;--;--;--;--;--;--;
2019-11-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.93;132.00;11.06;144.81;15.43;158.56;17.69;173.07;17.61;187.84;15.20;202.30;10.68;215.99;4.45;228.72;--;--;--;--;--;--;--;--;--;--;
2019-11-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.71;132.05;10.84;144.83;15.21;158.55;17.48;173.02;17.40;187.76;15.01;202.18;10.51;215.85;4.30;228.56;--;--;--;--;--;--;--;--;--;--;
2019-11-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.50;132.10;10.62;144.85;15.00;158.54;17.27;172.97;17.21;187.67;14.82;202.06;10.35;215.70;4.15;228.40;--;--;--;--;--;--;--;--;--;--;
2019-11-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.29;132.14;10.41;144.86;14.79;158.52;17.06;172.91;17.01;187.58;14.65;201.94;10.19;215.56;4.01;228.25;--;--;--;--;--;--;--;--;--;--;
2019-11-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.09;132.17;10.20;144.87;14.58;158.50;16.86;172.85;16.83;187.49;14.48;201.82;10.04;215.42;3.88;228.09;--;--;--;--;--;--;--;--;--;--;
2019-11-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.89;132.19;10.00;144.87;14.38;158.47;16.67;172.79;16.65;187.39;14.32;201.70;9.90;215.28;3.76;227.93;--;--;--;--;--;--;--;--;--;--;
2019-11-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.69;132.22;9.81;144.87;14.19;158.44;16.49;172.73;16.48;187.29;14.16;201.58;9.76;215.13;3.64;227.78;--;--;--;--;--;--;--;--;--;--;
2019-11-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.50;132.23;9.62;144.86;14.00;158.40;16.31;172.66;16.31;187.20;14.02;201.46;9.64;214.99;3.53;227.62;--;--;--;--;--;--;--;--;--;--;
2019-11-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.32;132.24;9.43;144.85;13.82;158.36;16.13;172.59;16.15;187.10;13.87;201.33;9.51;214.85;3.42;227.47;--;--;--;--;--;--;--;--;--;--;
2019-12-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.14;132.25;9.25;144.83;13.65;158.31;15.97;172.51;16.00;187.00;13.74;201.21;9.40;214.71;3.33;227.32;--;--;--;--;--;--;--;--;--;--;
2019-12-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.96;132.25;9.07;144.81;13.48;158.27;15.81;172.44;15.86;186.89;13.61;201.08;9.29;214.57;3.24;227.17;--;--;--;--;--;--;--;--;--;--;
2019-12-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.79;132.24;8.91;144.78;13.31;158.21;15.66;172.36;15.72;186.79;13.50;200.96;9.19;214.43;3.16;227.02;--;--;--;--;--;--;--;--;--;--;
2019-12-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.62;132.23;8.74;144.75;13.16;158.16;15.51;172.28;15.59;186.68;13.38;200.83;9.10;214.29;3.08;226.87;--;--;--;--;--;--;--;--;--;--;
2019-12-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.46;132.21;8.58;144.72;13.00;158.10;15.37;172.19;15.47;186.57;13.28;200.71;9.01;214.15;3.01;226.72;--;--;--;--;--;--;--;--;--;--;
2019-12-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.31;132.19;8.43;144.68;12.86;158.03;15.24;172.10;15.35;186.46;13.18;200.58;8.94;214.02;2.95;226.58;--;--;--;--;--;--;--;--;--;--;
2019-12-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.15;132.16;8.29;144.63;12.72;157.97;15.11;172.01;15.24;186.35;13.09;200.45;8.87;213.88;2.90;226.44;--;--;--;--;--;--;--;--;--;--;
2019-12-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.01;132.13;8.15;144.58;12.59;157.90;15.00;171.92;15.14;186.24;13.01;200.33;8.80;213.75;2.85;226.30;--;--;--;--;--;--;--;--;--;--;
2019-12-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.87;132.10;8.01;144.53;12.47;157.82;14.89;171.83;15.05;186.13;12.94;200.20;8.75;213.61;2.82;226.16;--;--;--;--;--;--;--;--;--;--;
2019-12-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.74;132.05;7.89;144.47;12.35;157.74;14.78;171.73;14.96;186.01;12.87;200.08;8.70;213.48;2.78;226.02;--;--;--;--;--;--;--;--;--;--;
2019-12-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.61;132.01;7.76;144.40;12.24;157.66;14.68;171.63;14.88;185.90;12.81;199.95;8.66;213.35;2.76;225.89;--;--;--;--;--;--;--;--;--;--;
2019-12-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.49;131.95;7.65;144.34;12.13;157.58;14.60;171.53;14.81;185.79;12.76;199.83;8.62;213.22;2.74;225.76;--;--;--;--;--;--;--;--;--;--;
2019-12-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.37;131.90;7.54;144.27;12.04;157.49;14.51;171.42;14.75;185.67;12.71;199.70;8.60;213.09;2.73;225.63;--;--;--;--;--;--;--;--;--;--;
2019-12-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.26;131.84;7.44;144.19;11.95;157.40;14.44;171.32;14.69;185.55;12.67;199.58;8.58;212.97;2.73;225.51;--;--;--;--;--;--;--;--;--;--;
2019-12-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.15;131.77;7.34;144.11;11.86;157.31;14.37;171.21;14.64;185.44;12.64;199.46;8.57;212.84;2.73;225.38;--;--;--;--;--;--;--;--;--;--;
2019-12-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.06;131.70;7.25;144.03;11.79;157.21;14.31;171.10;14.60;185.32;12.62;199.34;8.56;212.72;2.75;225.26;--;--;--;--;--;--;--;--;--;--;
2019-12-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.96;131.62;7.17;143.94;11.72;157.11;14.26;170.99;14.57;185.20;12.61;199.22;8.57;212.60;2.76;225.14;--;--;--;--;--;--;--;--;--;--;
2019-12-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.88;131.54;7.10;143.85;11.66;157.01;14.22;170.88;14.54;185.08;12.60;199.10;8.58;212.48;2.79;225.03;--;--;--;--;--;--;--;--;--;--;
2019-12-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.80;131.46;7.03;143.76;11.60;156.91;14.18;170.77;14.52;184.96;12.60;198.98;8.60;212.37;2.82;224.92;--;--;--;--;--;--;--;--;--;--;
2019-12-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.73;131.37;6.97;143.66;11.56;156.80;14.15;170.65;14.51;184.85;12.61;198.86;8.62;212.25;2.86;224.81;--;--;--;--;--;--;--;--;--;--;
2019-12-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.66;131.28;6.91;143.56;11.52;156.69;14.13;170.54;14.51;184.73;12.63;198.74;8.65;212.14;2.91;224.71;--;--;--;--;--;--;--;--;--;--;
2019-12-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.60;131.18;6.86;143.45;11.49;156.58;14.11;170.42;14.51;184.61;12.65;198.63;8.69;212.04;2.96;224.61;--;--;--;--;--;--;--;--;--;--;
2019-12-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.55;131.08;6.82;143.35;11.46;156.46;14.11;170.30;14.53;184.49;12.68;198.52;8.74;211.93;3.02;224.51;--;--;--;--;--;--;--;--;--;--;
2019-12-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.50;130.97;6.79;143.23;11.44;156.35;14.11;170.19;14.55;184.38;12.72;198.41;8.80;211.83;3.09;224.42;--;--;--;--;--;--;--;--;--;--;
2019-12-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.46;130.86;6.76;143.12;11.43;156.23;14.12;170.07;14.57;184.26;12.77;198.30;8.86;211.73;3.16;224.33;--;--;--;--;--;--;--;--;--;--;
2019-12-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.43;130.75;6.74;143.00;11.43;156.11;14.13;169.95;14.61;184.14;12.82;198.19;8.93;211.63;3.25;224.24;--;--;--;--;--;--;--;--;--;--;
2019-12-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.40;130.64;6.73;142.89;11.44;155.99;14.16;169.83;14.65;184.03;12.88;198.08;9.00;211.54;3.33;224.16;--;--;--;--;--;--;--;--;--;--;
2019-12-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.38;130.52;6.73;142.76;11.45;155.87;14.19;169.71;14.70;183.91;12.95;197.98;9.09;211.45;3.43;224.08;--;--;--;--;--;--;--;--;--;--;
2019-12-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.37;130.39;6.73;142.64;11.47;155.74;14.23;169.58;14.76;183.80;13.03;197.88;9.18;211.36;3.53;224.01;--;--;--;--;--;--;--;--;--;--;
2019-12-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.36;130.27;6.74;142.51;11.50;155.61;14.27;169.46;14.83;183.69;13.11;197.78;9.27;211.28;3.63;223.94;--;--;--;--;--;--;--;--;--;--;
2019-12-31;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.37;130.14;6.76;142.38;11.53;155.49;14.33;169.34;14.90;183.58;13.20;197.68;9.38;211.20;3.75;223.87;--;--;--;--;--;--;--;--;--;--;
2020-01-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.38;129.97;6.79;142.22;11.58;155.33;14.41;169.19;15.00;183.44;13.32;197.57;9.51;211.10;3.90;223.80;--;--;--;--;--;--;--;--;--;--;
